Commit_ID,Commit_Author_Login,File_Name,Additions,Changes,Deletions
2457bf1d53b0e91aa69c644fce6af71b87fb78c3,codal-sid,frontend/src/App.js,2,2,0
2457bf1d53b0e91aa69c644fce6af71b87fb78c3,codal-sid,frontend/src/Pages/Projects/AddProject/Component/addProject.jsx,8,14,6
2457bf1d53b0e91aa69c644fce6af71b87fb78c3,codal-sid,frontend/src/Pages/Projects/ProjectDetails/Component/project.jsx,8,9,1
2457bf1d53b0e91aa69c644fce6af71b87fb78c3,codal-sid,frontend/src/Pages/Request/RequestList/Component/request.jsx,24,28,4
2457bf1d53b0e91aa69c644fce6af71b87fb78c3,codal-sid,frontend/src/common/Config.js,1,2,1
955e3d035a0a712c7dd8dcd5273d4df97ea7bd2f,codal-jsojitra,frontend/src/Pages/Projects/AddProject/Component/addProject.jsx,7,13,6
955e3d035a0a712c7dd8dcd5273d4df97ea7bd2f,codal-jsojitra,frontend/src/Pages/Projects/ProjectDetails/Component/project.jsx,8,9,1
27dd33af5e3662ea8fe04522fdd363a517298738,codal-jsojitra,frontend/src/Pages/Projects/AddProject/Component/addProject.jsx,2,3,1
541e7ee2eae7c96114cf85fdfa461a82ae4a2a60,codal-sid,backend/mainapp/celery_app.py,4,4,0
541e7ee2eae7c96114cf85fdfa461a82ae4a2a60,codal-sid,backend/mainapp/settings.py,2,2,0
541e7ee2eae7c96114cf85fdfa461a82ae4a2a60,codal-sid,backend/requirements.txt,1,1,0
541e7ee2eae7c96114cf85fdfa461a82ae4a2a60,codal-sid,backend/rptool/admin.py,1,2,1
541e7ee2eae7c96114cf85fdfa461a82ae4a2a60,codal-sid,backend/rptool/migrations/0041_employee_slack_id.py,18,18,0
541e7ee2eae7c96114cf85fdfa461a82ae4a2a60,codal-sid,backend/rptool/models.py,1,1,0
541e7ee2eae7c96114cf85fdfa461a82ae4a2a60,codal-sid,backend/rptool/signals.py,48,49,1
541e7ee2eae7c96114cf85fdfa461a82ae4a2a60,codal-sid,backend/rptool/tasks.py,152,154,2
b21785d4b33553523807c4e49f07658157e0a301,pkiri-codal,backend/django.db,0,0,0
a784082ffd5f2cf3152513e7a22b4ab4ac5c56a5,pkiri-codal,backend/rptool/tasks.py,2,7,5
b946c55962967b1d42e6e5fd5c4d550f2ac1c7b2,pkiri-codal,backend/django.db,0,0,0
b946c55962967b1d42e6e5fd5c4d550f2ac1c7b2,pkiri-codal,backend/mainapp/celery_app.py,4,4,0
b946c55962967b1d42e6e5fd5c4d550f2ac1c7b2,pkiri-codal,backend/rptool/signals.py,4,6,2
b946c55962967b1d42e6e5fd5c4d550f2ac1c7b2,pkiri-codal,backend/rptool/tasks.py,91,143,52
d70070d8fc0e0acf6a1d24061a35ea3da6eb59f3,pkiri-codal,backend/rptool/signals.py,1,2,1
20c1c809ababff0877708513dd5bbe3f25031b2e,pkiri-codal,backend/rptool/signals.py,15,132,117
20c1c809ababff0877708513dd5bbe3f25031b2e,pkiri-codal,backend/rptool/tasks.py,114,115,1
8e165c446b30fee38fa68db452a7ecf73adc43cb,pkiri-codal,backend/rptool/signals.py,4,8,4
fdb294648af03fd66c10bf7b962993127b43ddc6,codal-jsojitra,frontend/src/App.js,2,2,0
fdb294648af03fd66c10bf7b962993127b43ddc6,codal-jsojitra,frontend/src/Pages/Request/RequestList/Component/request.jsx,24,28,4
fdb294648af03fd66c10bf7b962993127b43ddc6,codal-jsojitra,frontend/src/common/Config.js,1,2,1
dbfa817cd22bc3fd7c3754593f12552c11be7e22,pkiri-codal,backend/mainapp/settings.py,0,1,1
84a7690dd74f0c2782c51811d72d263db50d0f62,pkiri-codal,backend/rptool/signals.py,13,19,6
2d8f42918254cd62b51c46e8d0a0de312bf89707,pkiri-codal,backend/rptool/signals.py,4,8,4
d079794fdfaca5671315d38c86c9b11c1fe1df0f,pkiri-codal,backend/rptool/signals.py,3,6,3
11eb1e336fea333aeb2372bb31910863ccf27ac7,pkiri-codal,backend/rptool/signals.py,84,181,97
b5afc23abd2096d6c16e857019b82493e3a0733b,pkiri-codal,backend/rptool/signals.py,32,34,2
14846559d37566031447b2e8e8a7e28910c66ef1,pkiri-codal,backend/rptool/signals.py,93,105,12
a83f4135640b87b09661e246ed66fd4672c2af1d,pkiri-codal,backend/rptool/signals.py,21,27,6
dc6255519dcb841683d5fa3d738f547d49bcdab9,pkiri-codal,backend/rptool/signals.py,22,22,0
6f3c0b42db995273aa13c6df1d8470fe2eb0c67b,pkiri-codal,backend/requirements.txt,1,2,1
6f3c0b42db995273aa13c6df1d8470fe2eb0c67b,pkiri-codal,backend/rptool/signals.py,5,5,0
8ab4099d48f2c0d2f08b45a986b10ef9bee7a274,pkiri-codal,backend/rptool/admin.py,1,2,1
8ab4099d48f2c0d2f08b45a986b10ef9bee7a274,pkiri-codal,backend/rptool/tasks.py,2,3,1
e577610883abddc3b6f8d0caf9728893c2a64335,pkiri-codal,backend/mainapp/settings.py,3,3,0
e577610883abddc3b6f8d0caf9728893c2a64335,pkiri-codal,backend/requirements.txt,0,1,1
e577610883abddc3b6f8d0caf9728893c2a64335,pkiri-codal,backend/rptool/migrations/0041_employee_slack_id.py,18,18,0
e577610883abddc3b6f8d0caf9728893c2a64335,pkiri-codal,backend/rptool/models.py,1,1,0
a58cf729bc0f6cf76cee5d1b8f1a80b919e2f844,pkiri-codal,frontend/src/Actions/index.js,43,287,244
a58cf729bc0f6cf76cee5d1b8f1a80b919e2f844,pkiri-codal,frontend/src/App.js,4,8,4
a58cf729bc0f6cf76cee5d1b8f1a80b919e2f844,pkiri-codal,frontend/src/Assets/Json/DataTable.js,18,28,10
a58cf729bc0f6cf76cee5d1b8f1a80b919e2f844,pkiri-codal,frontend/src/Assets/css/scss/style.scss,0,4,4
a58cf729bc0f6cf76cee5d1b8f1a80b919e2f844,pkiri-codal,frontend/src/Pages/Auth/Component/login.jsx,34,49,15
a58cf729bc0f6cf76cee5d1b8f1a80b919e2f844,pkiri-codal,frontend/src/Pages/Common/Component/Header.jsx,15,22,7
a58cf729bc0f6cf76cee5d1b8f1a80b919e2f844,pkiri-codal,frontend/src/Pages/Organization/Component/Organization.jsx,5,8,3
a58cf729bc0f6cf76cee5d1b8f1a80b919e2f844,pkiri-codal,frontend/src/Pages/People/Component/employee.jsx,39,62,23
a58cf729bc0f6cf76cee5d1b8f1a80b919e2f844,pkiri-codal,frontend/src/Pages/People/Component/people.jsx,1,1,0
a58cf729bc0f6cf76cee5d1b8f1a80b919e2f844,pkiri-codal,frontend/src/Pages/People/Component/upcoming.jsx,21,34,13
a58cf729bc0f6cf76cee5d1b8f1a80b919e2f844,pkiri-codal,frontend/src/Pages/Projects/AddProject/Component/addProject.jsx,18,40,22
a58cf729bc0f6cf76cee5d1b8f1a80b919e2f844,pkiri-codal,frontend/src/Pages/Projects/EditProject/Component/EditProject.js,13,30,17
a58cf729bc0f6cf76cee5d1b8f1a80b919e2f844,pkiri-codal,frontend/src/Pages/Projects/ProjectDetails/Component/project.jsx,48,94,46
a58cf729bc0f6cf76cee5d1b8f1a80b919e2f844,pkiri-codal,frontend/src/Pages/Projects/ProjectList/Component/projectList.jsx,15,21,6
a58cf729bc0f6cf76cee5d1b8f1a80b919e2f844,pkiri-codal,frontend/src/Pages/Request/EditChangeAllocation/Component/EditAllocation.jsx,19,31,12
a58cf729bc0f6cf76cee5d1b8f1a80b919e2f844,pkiri-codal,frontend/src/Pages/Request/EditMoveAllocation/Component/EditMoveResource.jsx,19,31,12
a58cf729bc0f6cf76cee5d1b8f1a80b919e2f844,pkiri-codal,frontend/src/Pages/Request/EditRequest/Component/EditResource.jsx,17,35,18
a58cf729bc0f6cf76cee5d1b8f1a80b919e2f844,pkiri-codal,frontend/src/Pages/Request/RequestList/Component/request.jsx,43,71,28
a58cf729bc0f6cf76cee5d1b8f1a80b919e2f844,pkiri-codal,frontend/src/Pages/Request/RequestResource/Component/AddRequest/AddRequest.jsx,14,37,23
a58cf729bc0f6cf76cee5d1b8f1a80b919e2f844,pkiri-codal,frontend/src/Pages/Request/RequestResource/Component/EditResource/Component/EditRequest.jsx,24,40,16
a58cf729bc0f6cf76cee5d1b8f1a80b919e2f844,pkiri-codal,frontend/src/Pages/Request/RequestResource/Component/MoveResourceStep/Component/MoveResource.jsx,1,1,0
a58cf729bc0f6cf76cee5d1b8f1a80b919e2f844,pkiri-codal,frontend/src/Pages/Request/RequestResource/Component/MoveResourceStep/Component/Step1.jsx,4,5,1
a58cf729bc0f6cf76cee5d1b8f1a80b919e2f844,pkiri-codal,frontend/src/Pages/Request/RequestResource/Component/MoveResourceStep/Component/Step2.jsx,4,5,1
a58cf729bc0f6cf76cee5d1b8f1a80b919e2f844,pkiri-codal,frontend/src/Pages/Request/RequestResource/Component/RequestSubmit.jsx,1,1,0
a58cf729bc0f6cf76cee5d1b8f1a80b919e2f844,pkiri-codal,frontend/src/Pages/Typo/typo.js,1,1,0
a58cf729bc0f6cf76cee5d1b8f1a80b919e2f844,pkiri-codal,frontend/src/Pages/UserProfile/Edit/Component/EditProfile.jsx,13,27,14
a58cf729bc0f6cf76cee5d1b8f1a80b919e2f844,pkiri-codal,frontend/src/Pages/UserProfile/Profile/Component/profile.jsx,51,104,53
a58cf729bc0f6cf76cee5d1b8f1a80b919e2f844,pkiri-codal,frontend/src/Reducers/Project/GetJiraAccounts.js,1,2,1
a58cf729bc0f6cf76cee5d1b8f1a80b919e2f844,pkiri-codal,frontend/src/Reducers/User/GetUserTimeLog.js,1,2,1
a58cf729bc0f6cf76cee5d1b8f1a80b919e2f844,pkiri-codal,frontend/src/common/Redirection.js,18,18,0
a58cf729bc0f6cf76cee5d1b8f1a80b919e2f844,pkiri-codal,frontend/src/common/RoleServices.js,2,2,0
58d5a88ee6211b62529c0dceb7a8c804bedcd821,codal-sid,frontend/src/Pages/Auth/Component/login.jsx,5,10,5
58d5a88ee6211b62529c0dceb7a8c804bedcd821,codal-sid,frontend/src/common/Redirection.js,0,1,1
58d5a88ee6211b62529c0dceb7a8c804bedcd821,codal-sid,frontend/src/common/RoleServices.js,5,9,4
50ab5ed876a376f65bf37bdbee8deb37f083f809,codal-jsojitra,frontend/src/Pages/Auth/Component/login.jsx,5,10,5
50ab5ed876a376f65bf37bdbee8deb37f083f809,codal-jsojitra,frontend/src/common/Redirection.js,0,1,1
50ab5ed876a376f65bf37bdbee8deb37f083f809,codal-jsojitra,frontend/src/common/RoleServices.js,5,9,4
3b78c01aaf501cd33b029d52a4dff12766a948e1,codal-sid,frontend/src/Actions/index.js,43,287,244
3b78c01aaf501cd33b029d52a4dff12766a948e1,codal-sid,frontend/src/App.js,4,8,4
3b78c01aaf501cd33b029d52a4dff12766a948e1,codal-sid,frontend/src/Assets/Json/DataTable.js,18,28,10
3b78c01aaf501cd33b029d52a4dff12766a948e1,codal-sid,frontend/src/Assets/css/scss/style.scss,0,4,4
3b78c01aaf501cd33b029d52a4dff12766a948e1,codal-sid,frontend/src/Pages/Auth/Component/login.jsx,34,49,15
3b78c01aaf501cd33b029d52a4dff12766a948e1,codal-sid,frontend/src/Pages/Common/Component/Header.jsx,15,22,7
3b78c01aaf501cd33b029d52a4dff12766a948e1,codal-sid,frontend/src/Pages/Organization/Component/Organization.jsx,5,8,3
3b78c01aaf501cd33b029d52a4dff12766a948e1,codal-sid,frontend/src/Pages/People/Component/employee.jsx,39,62,23
3b78c01aaf501cd33b029d52a4dff12766a948e1,codal-sid,frontend/src/Pages/People/Component/people.jsx,1,1,0
3b78c01aaf501cd33b029d52a4dff12766a948e1,codal-sid,frontend/src/Pages/People/Component/upcoming.jsx,21,34,13
3b78c01aaf501cd33b029d52a4dff12766a948e1,codal-sid,frontend/src/Pages/Projects/AddProject/Component/addProject.jsx,18,40,22
3b78c01aaf501cd33b029d52a4dff12766a948e1,codal-sid,frontend/src/Pages/Projects/EditProject/Component/EditProject.js,13,30,17
3b78c01aaf501cd33b029d52a4dff12766a948e1,codal-sid,frontend/src/Pages/Projects/ProjectDetails/Component/project.jsx,48,94,46
3b78c01aaf501cd33b029d52a4dff12766a948e1,codal-sid,frontend/src/Pages/Projects/ProjectList/Component/projectList.jsx,15,21,6
3b78c01aaf501cd33b029d52a4dff12766a948e1,codal-sid,frontend/src/Pages/Request/EditChangeAllocation/Component/EditAllocation.jsx,19,31,12
3b78c01aaf501cd33b029d52a4dff12766a948e1,codal-sid,frontend/src/Pages/Request/EditMoveAllocation/Component/EditMoveResource.jsx,19,31,12
3b78c01aaf501cd33b029d52a4dff12766a948e1,codal-sid,frontend/src/Pages/Request/EditRequest/Component/EditResource.jsx,17,35,18
3b78c01aaf501cd33b029d52a4dff12766a948e1,codal-sid,frontend/src/Pages/Request/RequestList/Component/request.jsx,43,71,28
3b78c01aaf501cd33b029d52a4dff12766a948e1,codal-sid,frontend/src/Pages/Request/RequestResource/Component/AddRequest/AddRequest.jsx,14,37,23
3b78c01aaf501cd33b029d52a4dff12766a948e1,codal-sid,frontend/src/Pages/Request/RequestResource/Component/EditResource/Component/EditRequest.jsx,24,40,16
3b78c01aaf501cd33b029d52a4dff12766a948e1,codal-sid,frontend/src/Pages/Request/RequestResource/Component/MoveResourceStep/Component/MoveResource.jsx,1,1,0
3b78c01aaf501cd33b029d52a4dff12766a948e1,codal-sid,frontend/src/Pages/Request/RequestResource/Component/MoveResourceStep/Component/Step1.jsx,4,5,1
3b78c01aaf501cd33b029d52a4dff12766a948e1,codal-sid,frontend/src/Pages/Request/RequestResource/Component/MoveResourceStep/Component/Step2.jsx,4,5,1
3b78c01aaf501cd33b029d52a4dff12766a948e1,codal-sid,frontend/src/Pages/Request/RequestResource/Component/RequestSubmit.jsx,1,1,0
3b78c01aaf501cd33b029d52a4dff12766a948e1,codal-sid,frontend/src/Pages/Typo/typo.js,1,1,0
3b78c01aaf501cd33b029d52a4dff12766a948e1,codal-sid,frontend/src/Pages/UserProfile/Edit/Component/EditProfile.jsx,13,27,14
3b78c01aaf501cd33b029d52a4dff12766a948e1,codal-sid,frontend/src/Pages/UserProfile/Profile/Component/profile.jsx,51,104,53
3b78c01aaf501cd33b029d52a4dff12766a948e1,codal-sid,frontend/src/Reducers/Project/GetJiraAccounts.js,1,2,1
3b78c01aaf501cd33b029d52a4dff12766a948e1,codal-sid,frontend/src/Reducers/User/GetUserTimeLog.js,1,2,1
3b78c01aaf501cd33b029d52a4dff12766a948e1,codal-sid,frontend/src/common/Redirection.js,19,19,0
3b78c01aaf501cd33b029d52a4dff12766a948e1,codal-sid,frontend/src/common/RoleServices.js,5,9,4
14dab59cede13c20d0bb68b721071ac0105a6757,codal-jsojitra,frontend/src/Pages/Request/EditChangeAllocation/Component/EditAllocation.jsx,16,31,15
14dab59cede13c20d0bb68b721071ac0105a6757,codal-jsojitra,frontend/src/Pages/Request/EditMoveAllocation/Component/EditMoveResource.jsx,14,28,14
14dab59cede13c20d0bb68b721071ac0105a6757,codal-jsojitra,frontend/src/Pages/Request/EditRequest/Component/EditResource.jsx,17,36,19
14dab59cede13c20d0bb68b721071ac0105a6757,codal-jsojitra,frontend/src/Pages/Request/RequestList/Component/request.jsx,32,61,29
14dab59cede13c20d0bb68b721071ac0105a6757,codal-jsojitra,frontend/src/Pages/Request/RequestResource/Component/AddRequest/AddRequest.jsx,12,34,22
14dab59cede13c20d0bb68b721071ac0105a6757,codal-jsojitra,frontend/src/Pages/Request/RequestResource/Component/EditResource/Component/EditRequest.jsx,15,29,14
a7eabad61af4523f965bc5d0e2b843c5cdfafda6,codal-jsojitra,frontend/src/Pages/Projects/AddProject/Component/addProject.jsx,15,36,21
a7eabad61af4523f965bc5d0e2b843c5cdfafda6,codal-jsojitra,frontend/src/Pages/Projects/EditProject/Component/EditProject.js,7,16,9
a7eabad61af4523f965bc5d0e2b843c5cdfafda6,codal-jsojitra,frontend/src/Pages/Projects/ProjectDetails/Component/project.jsx,22,49,27
de7441a40f92a752322f0be7605ff83d3619bab4,codal-jsojitra,frontend/src/Pages/People/Component/employee.jsx,36,63,27
de7441a40f92a752322f0be7605ff83d3619bab4,codal-jsojitra,frontend/src/Pages/People/Component/people.jsx,1,2,1
de7441a40f92a752322f0be7605ff83d3619bab4,codal-jsojitra,frontend/src/Pages/People/Component/upcoming.jsx,21,40,19
c65c67a1297b8aa01a5c4c5c4f552f626467a243,codal-jsojitra,frontend/src/Pages/Organization/Component/Organization.jsx,4,8,4
c62f5ef30edfdf7048af8fbc4b78562afa42fc21,codal-jsojitra,frontend/src/Pages/Common/Component/Header.jsx,7,14,7
24f6d3a90a89b0f382c7ca9e6d7736ccafbe421f,codal-jsojitra,frontend/src/Pages/Auth/Component/login.jsx,8,19,11
49956f5df37ea20b8c330bc70bcc497932881eaf,codal-jsojitra,frontend/src/Assets/Json/DataTable.js,13,29,16
49956f5df37ea20b8c330bc70bcc497932881eaf,codal-jsojitra,frontend/src/Pages/Auth/Component/login.jsx,1,2,1
49956f5df37ea20b8c330bc70bcc497932881eaf,codal-jsojitra,frontend/src/Pages/UserProfile/Edit/Component/EditProfile.jsx,7,18,11
49956f5df37ea20b8c330bc70bcc497932881eaf,codal-jsojitra,frontend/src/Pages/UserProfile/Profile/Component/profile.jsx,38,73,35
ba0100879b8043346758bcaca6304be4008efce6,codal-jsojitra,frontend/src/Actions/index.js,43,285,242
ba0100879b8043346758bcaca6304be4008efce6,codal-jsojitra,frontend/src/Assets/Json/DataTable.js,1,1,0
ba0100879b8043346758bcaca6304be4008efce6,codal-jsojitra,frontend/src/Pages/Auth/Component/login.jsx,29,36,7
ba0100879b8043346758bcaca6304be4008efce6,codal-jsojitra,frontend/src/Pages/Common/Component/Header.jsx,1,1,0
ba0100879b8043346758bcaca6304be4008efce6,codal-jsojitra,frontend/src/Pages/Organization/Component/Organization.jsx,2,2,0
ba0100879b8043346758bcaca6304be4008efce6,codal-jsojitra,frontend/src/Pages/People/Component/employee.jsx,1,1,0
ba0100879b8043346758bcaca6304be4008efce6,codal-jsojitra,frontend/src/Pages/People/Component/people.jsx,1,1,0
ba0100879b8043346758bcaca6304be4008efce6,codal-jsojitra,frontend/src/Pages/People/Component/upcoming.jsx,1,1,0
ba0100879b8043346758bcaca6304be4008efce6,codal-jsojitra,frontend/src/Pages/Projects/AddProject/Component/addProject.jsx,1,1,0
ba0100879b8043346758bcaca6304be4008efce6,codal-jsojitra,frontend/src/Pages/Projects/EditProject/Component/EditProject.js,1,1,0
ba0100879b8043346758bcaca6304be4008efce6,codal-jsojitra,frontend/src/Pages/Projects/ProjectDetails/Component/project.jsx,1,1,0
ba0100879b8043346758bcaca6304be4008efce6,codal-jsojitra,frontend/src/Pages/Projects/ProjectList/Component/projectList.jsx,1,1,0
ba0100879b8043346758bcaca6304be4008efce6,codal-jsojitra,frontend/src/Pages/Request/EditChangeAllocation/Component/EditAllocation.jsx,1,1,0
ba0100879b8043346758bcaca6304be4008efce6,codal-jsojitra,frontend/src/Pages/Request/EditMoveAllocation/Component/EditMoveResource.jsx,1,1,0
ba0100879b8043346758bcaca6304be4008efce6,codal-jsojitra,frontend/src/Pages/Request/EditRequest/Component/EditResource.jsx,1,1,0
ba0100879b8043346758bcaca6304be4008efce6,codal-jsojitra,frontend/src/Pages/Request/RequestList/Component/request.jsx,1,2,1
ba0100879b8043346758bcaca6304be4008efce6,codal-jsojitra,frontend/src/Pages/Request/RequestResource/Component/AddRequest/AddRequest.jsx,1,1,0
ba0100879b8043346758bcaca6304be4008efce6,codal-jsojitra,frontend/src/Pages/Request/RequestResource/Component/EditResource/Component/EditRequest.jsx,1,1,0
ba0100879b8043346758bcaca6304be4008efce6,codal-jsojitra,frontend/src/Pages/Request/RequestResource/Component/MoveResourceStep/Component/MoveResource.jsx,1,1,0
ba0100879b8043346758bcaca6304be4008efce6,codal-jsojitra,frontend/src/Pages/Request/RequestResource/Component/MoveResourceStep/Component/Step1.jsx,1,1,0
ba0100879b8043346758bcaca6304be4008efce6,codal-jsojitra,frontend/src/Pages/Request/RequestResource/Component/MoveResourceStep/Component/Step2.jsx,1,1,0
ba0100879b8043346758bcaca6304be4008efce6,codal-jsojitra,frontend/src/Pages/Request/RequestResource/Component/RequestSubmit.jsx,1,1,0
ba0100879b8043346758bcaca6304be4008efce6,codal-jsojitra,frontend/src/Pages/Typo/typo.js,1,1,0
ba0100879b8043346758bcaca6304be4008efce6,codal-jsojitra,frontend/src/Pages/UserProfile/Edit/Component/EditProfile.jsx,1,1,0
ba0100879b8043346758bcaca6304be4008efce6,codal-jsojitra,frontend/src/Pages/UserProfile/Profile/Component/profile.jsx,1,1,0
ba0100879b8043346758bcaca6304be4008efce6,codal-jsojitra,frontend/src/Reducers/Project/GetJiraAccounts.js,1,2,1
ba0100879b8043346758bcaca6304be4008efce6,codal-jsojitra,frontend/src/Reducers/User/GetUserTimeLog.js,1,2,1
ba0100879b8043346758bcaca6304be4008efce6,codal-jsojitra,frontend/src/common/Redirection.js,19,19,0
ba0100879b8043346758bcaca6304be4008efce6,codal-jsojitra,frontend/src/common/RoleServices.js,5,9,4
cf8a8158818e1a426ebeed9a80bee72734d333ce,codal-jsojitra,frontend/src/App.js,2,4,2
cf8a8158818e1a426ebeed9a80bee72734d333ce,codal-jsojitra,frontend/src/Pages/Projects/EditProject/Component/EditProject.js,6,12,6
cf8a8158818e1a426ebeed9a80bee72734d333ce,codal-jsojitra,frontend/src/Pages/Projects/ProjectDetails/Component/project.jsx,32,60,28
cf8a8158818e1a426ebeed9a80bee72734d333ce,codal-jsojitra,frontend/src/Pages/Projects/ProjectList/Component/projectList.jsx,9,13,4
cf8a8158818e1a426ebeed9a80bee72734d333ce,codal-jsojitra,frontend/src/Pages/UserProfile/Profile/Component/profile.jsx,4,16,12
5bb7981be12d1f542b33fd8cbad62272774a82d8,codal-jsojitra,frontend/src/App.js,1,2,1
5bb7981be12d1f542b33fd8cbad62272774a82d8,codal-jsojitra,frontend/src/Pages/People/Component/employee.jsx,3,4,1
5bb7981be12d1f542b33fd8cbad62272774a82d8,codal-jsojitra,frontend/src/Pages/People/Component/upcoming.jsx,7,9,2
5bb7981be12d1f542b33fd8cbad62272774a82d8,codal-jsojitra,frontend/src/Pages/Request/EditChangeAllocation/Component/EditAllocation.jsx,8,11,3
5bb7981be12d1f542b33fd8cbad62272774a82d8,codal-jsojitra,frontend/src/Pages/Request/EditMoveAllocation/Component/EditMoveResource.jsx,9,12,3
5bb7981be12d1f542b33fd8cbad62272774a82d8,codal-jsojitra,frontend/src/Pages/Request/RequestList/Component/request.jsx,18,24,6
5bb7981be12d1f542b33fd8cbad62272774a82d8,codal-jsojitra,frontend/src/Pages/Request/RequestResource/Component/EditResource/Component/EditRequest.jsx,12,18,6
5bb7981be12d1f542b33fd8cbad62272774a82d8,codal-jsojitra,frontend/src/Pages/Request/RequestResource/Component/MoveResourceStep/Component/Step1.jsx,3,4,1
5bb7981be12d1f542b33fd8cbad62272774a82d8,codal-jsojitra,frontend/src/Pages/Request/RequestResource/Component/MoveResourceStep/Component/Step2.jsx,3,4,1
5bb7981be12d1f542b33fd8cbad62272774a82d8,codal-jsojitra,frontend/src/Pages/UserProfile/Edit/Component/EditProfile.jsx,8,13,5
5bb7981be12d1f542b33fd8cbad62272774a82d8,codal-jsojitra,frontend/src/Pages/UserProfile/Profile/Component/profile.jsx,5,7,2
844739634062501289fe020611d2bfb218f7087a,codal-jsojitra,frontend/src/App.js,1,2,1
844739634062501289fe020611d2bfb218f7087a,codal-jsojitra,frontend/src/Assets/Json/DataTable.js,12,14,2
844739634062501289fe020611d2bfb218f7087a,codal-jsojitra,frontend/src/Pages/Common/Component/Header.jsx,10,13,3
844739634062501289fe020611d2bfb218f7087a,codal-jsojitra,frontend/src/Pages/People/Component/employee.jsx,5,6,1
844739634062501289fe020611d2bfb218f7087a,codal-jsojitra,frontend/src/Pages/Projects/ProjectDetails/Component/project.jsx,3,4,1
844739634062501289fe020611d2bfb218f7087a,codal-jsojitra,frontend/src/Pages/Projects/ProjectList/Component/projectList.jsx,6,9,3
844739634062501289fe020611d2bfb218f7087a,codal-jsojitra,frontend/src/Pages/UserProfile/Profile/Component/profile.jsx,17,35,18
7145a24936d021eefa1b3141b71cfce7d1dedb30,codal-jsojitra,frontend/src/Actions/index.js,0,2,2
7145a24936d021eefa1b3141b71cfce7d1dedb30,codal-jsojitra,frontend/src/Assets/css/scss/style.scss,0,4,4
7145a24936d021eefa1b3141b71cfce7d1dedb30,codal-jsojitra,frontend/src/Pages/Projects/AddProject/Component/addProject.jsx,4,7,3
7145a24936d021eefa1b3141b71cfce7d1dedb30,codal-jsojitra,frontend/src/Pages/Projects/EditProject/Component/EditProject.js,3,9,6
7145a24936d021eefa1b3141b71cfce7d1dedb30,codal-jsojitra,frontend/src/Pages/Request/RequestResource/Component/AddRequest/AddRequest.jsx,2,4,2
7145a24936d021eefa1b3141b71cfce7d1dedb30,codal-jsojitra,frontend/src/Pages/UserProfile/Edit/Component/EditProfile.jsx,0,1,1
3d4fa188f8c47ac8e2b1fec2af12619335a95187,pkiri-codal,backend/requirements.txt,1,1,0
0e5d4ba97e3db3232ee38d900059afa7b7245948,pkiri-codal,backend/requirements.txt,1,1,0
d5f21c9a67aa466d1a42b8b1a41e3ee95e9df6e8,codal-sid,backend/rptool/admin.py,1,2,1
d5f21c9a67aa466d1a42b8b1a41e3ee95e9df6e8,codal-sid,backend/rptool/helpers.py,14,15,1
d5f21c9a67aa466d1a42b8b1a41e3ee95e9df6e8,codal-sid,backend/rptool/signals.py,27,50,23
456d1eca8abbc1dfd1a5288ca30e38559b9bee93,pkiri-codal,backend/rptool/signals.py,3,6,3
508cdd9e5b7dfa25d5b778759a55de89b84fccca,pkiri-codal,backend/rptool/helpers.py,1,2,1
508cdd9e5b7dfa25d5b778759a55de89b84fccca,pkiri-codal,backend/rptool/signals.py,18,36,18
e9cc6ecc0f1396d98fc423a9c07c740c4faf382a,pkiri-codal,backend/rptool/helpers.py,14,15,1
e9cc6ecc0f1396d98fc423a9c07c740c4faf382a,pkiri-codal,backend/rptool/signals.py,7,23,16
f490c90664ef558d635736b4ce4d2285ff8d5c5e,pkiri-codal,backend/rptool/admin.py,1,2,1
2e91afac4caf275435205dac42405badfd08b72b,pkiri-codal,backend/rptool/signals.py,1,2,1
b0edc4f9cffb0fc76b0e1de2db349e2f9fd611fa,pkiri-codal,backend/rptool/signals.py,2,4,2
98b323798c8e763e33f6ece8a639b3ee008d769b,pkiri-codal,backend/rptool/signals.py,8,15,7
7a86aafbc73d4cf83dc5b5ad106ae800f7a96eaa,pkiri-codal,frontend/public/index.html,1,6,5
7a86aafbc73d4cf83dc5b5ad106ae800f7a96eaa,pkiri-codal,frontend/src/Pages/People/Component/employee.jsx,7,14,7
7a86aafbc73d4cf83dc5b5ad106ae800f7a96eaa,pkiri-codal,frontend/src/Pages/UserProfile/Profile/Component/profile.jsx,10,27,17
6fdb792ece3683103788e4ab60152b9b23bf90f9,codal-sid,frontend/public/index.html,1,6,5
6fdb792ece3683103788e4ab60152b9b23bf90f9,codal-sid,frontend/src/Pages/People/Component/employee.jsx,7,14,7
6fdb792ece3683103788e4ab60152b9b23bf90f9,codal-sid,frontend/src/Pages/UserProfile/Profile/Component/profile.jsx,10,27,17
18bc4439c856fed905576964096265d332cce7a1,codal-jsojitra,frontend/public/index.html,1,6,5
18bc4439c856fed905576964096265d332cce7a1,codal-jsojitra,frontend/src/Pages/People/Component/employee.jsx,7,14,7
18bc4439c856fed905576964096265d332cce7a1,codal-jsojitra,frontend/src/Pages/UserProfile/Profile/Component/profile.jsx,10,27,17
82d2194a91d262a455aa52a6f66714e4ae2e7b47,pkiri-codal,backend/rptool/signals.py,5,9,4
